baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Akap6	184.974492359475	-0.41225196938026	0.212854984185345	-1.93677386018497	0.0527729925616912	0.165135104132402
Akap7	541.68104848003	0.294166036430516	0.0821171465259464	3.58227299505066	0.000340617566346842	0.00296335209577709
Akap8	9869.49389182411	0.0223458688080595	0.0515967607862775	0.433086660238611	0.664951813543187	0.829477202100154
Akap8l	2816.77706920484	-0.191774218214973	0.0786621000895456	-2.43794938091743	0.014770842203651	0.0638061101417307
Akap9	3862.96490520099	0.150674243569868	0.0539290901195121	2.79393261106314	0.00520713285162398	0.0280764832067571
Akip1	384.294083385289	-0.103573348316329	0.073778447743215	-1.40384287667335	0.160365642957063	0.356706922368645
Akirin2	2228.8258398784	-0.116109363794028	0.0573468320484773	-2.02468662429123	0.042899552954044	0.141612033569331
Akna	1964.66738360545	0.0233229340193492	0.0605786273690944	0.385002682171171	0.700235428339249	0.852851599481709
Akp3	0.224148939362074	0.678106826016886	3.11653965008542	0.217583250063351	0.827753836342538	NA
Akr1a1	16827.1473927638	0.0242353130577129	0.0353372126035331	0.685829788829745	0.492820449209766	0.706557221765736
Akr1b8	92.6216129571816	0.510913068941504	0.130724557743342	3.90831744058836	9.29411376996861e-05	0.000984804019480588
Akr1c13	41.0515056415334	-0.0887942555907209	0.232878288422329	-0.381290399342384	0.702987776782788	0.854211971673014
Akr1c14	32.4983411873464	-0.838035603993648	0.277525669324504	-3.01966879688435	0.00253051240835044	0.0155107823177364
Akr1c18	6.61795605803362	0.508206965602524	0.565284256695624	0.899029045268753	0.368637189910085	0.598827680118017
Akr1c19	1.95965544673379	2.57597238405076	1.16338482061409	2.21420491174282	0.0268146861461738	0.099994976939967
Akr1c21	0.388327063128121	0.582587564047276	2.31634087224726	0.251512016658439	0.801418272783554	NA
Akr1cl	8.54191529406555	0.112213643503873	0.428848826026354	0.261662471000859	0.793581676461903	0.904798315653382
Akr1e1	560.513673700148	-0.689571132456221	0.123139223914617	-5.5999307981213	2.14437391539521e-08	5.41549129799632e-07
Akr7a5	1472.26581416304	-0.134033650495921	0.107573327756818	-1.24597475313694	0.212773664116475	0.428847540169331
Akt1	15299.142572952	0.154179394849825	0.0530895486392025	2.90413836247941	0.00368265372302449	0.0212086431574988
Akt1s1	3371.30397292345	0.0521350405001711	0.0933656679736317	0.55839626740415	0.576573821078815	0.768156044225984
Akt2	7571.33397051713	-0.0487187288736002	0.0358182284221446	-1.36016578763789	0.173777466379959	0.375506440579764
Akt3	3625.28952534051	0.0289159134698639	0.0616675925799786	0.468899664477123	0.639141356149491	0.8127916438081
Aktip	1197.16095699182	-0.120716525416509	0.0520968661125726	-2.31715522303512	0.0204952777022832	0.0819925831168305
Alad	1969.13555387754	0.148097716853947	0.0962733950746772	1.53830366882845	0.123974383115325	0.30086414809006
Alas1	2205.53273913082	0.171957272721731	0.0523049269374913	3.287592255453	0.00101048074945116	0.00735020618611767
Alas2	514.530353426872	-0.149048911336732	0.172408968935415	-0.864507874834324	0.38730895626199	0.617396478288043
Alb	28.5743267367619	0.216797250433247	0.440585263178437	0.492066504606271	0.622672330196295	0.802823688242399
Alcam	13106.7874467967	0.193848684011666	0.164554010867491	1.17802466794787	0.238786772120374	0.463055790054829
Aldh16a1	3050.20521421357	0.0689825884612304	0.0734951616142054	0.938600405062544	0.347935944749688	0.580258592259017
Aldh18a1	4247.95094343632	-0.0144759645231306	0.0561076256670399	-0.258003512909911	0.796404196079954	0.90641459772459
Aldh1a1	39.5803203573405	2.08978140263142	0.88550392560187	2.35999112167798	0.0182753724344085	0.075044002751346
Aldh1a2	3766.67037165156	-0.0798419313252142	0.362870677264259	-0.220028611645216	0.825848871809317	0.921979601603484
Aldh1a3	888.457978988975	-0.555873450054143	0.120978871474131	-4.59479777981731	4.33169137878229e-06	6.61414591484659e-05
Aldh1a7	17.4043849878229	0.207725086549402	0.442038925656591	0.469924874242361	0.638408692159067	0.812389780513776
Aldh1b1	67.7540561612472	-0.249164599757939	0.279349053135014	-0.891947178491109	0.372421245327332	0.602738822544031
Aldh1l1	41.50419763099	-0.381550947754423	0.199019875745052	-1.91714996467587	0.055218882543072	0.170401275274324
Aldh2	7805.30263256298	0.23398300443742	0.0506883076503991	4.61611395770437	3.90992302998736e-06	6.02246118433614e-05
Aldh3a1	36.0799400325408	1.04534306021522	0.282912552173395	3.69493347744619	0.000219944363865747	0.00205886361303011
Aldh3a2	1408.90560599169	0.0563247250934481	0.0664899256644249	0.84711668016775	0.396930088677515	0.626169152141751
Aldh3b1	36.5902329973321	0.271417644075673	0.209414704104132	1.29607729904539	0.194948855056708	0.405677527177258
Aldh5a1	2139.96980419502	0.0372021599958292	0.0578704722000162	0.642852193554742	0.520320012283905	0.726739716199544
Aldh6a1	1465.6162369054	-0.174625236422244	0.0920341575403002	-1.89739593526217	0.057775701706034	0.17639763274658
Aldh9a1	2458.6439847599	0.0564378484004316	0.0399737744867826	1.41187188663139	0.157987686923837	0.353021103156062
Aldoa	16188.3948048582	0.220944580412382	0.0796008916325853	2.77565459231535	0.00550907016667047	0.0293633140583014
Aldoart1	3.38751535480108	0.514291325136774	0.637085689600375	0.807256125089505	0.419518936154457	0.644251016395073
Aldoart2	3.14481988076717	1.31484659620953	0.748377003868784	1.75693078409992	0.0789296077381364	0.220700276410196
Aldob	3.53765020053983	-0.804134964128149	0.658912902552601	-1.22039644543757	0.222314624197421	0.440744138457412
Aldoc	324.742178312066	0.149963676137889	0.105492143469628	1.42156250888071	0.155153295020073	0.349237447320084
Alg1	859.558485318039	0.703589263918924	0.0759588850686648	9.26276449796358	1.99206396316014e-20	2.04852966110871e-18
Alg10b	2094.37671518206	-0.00865004950766343	0.247876469467182	-0.0348966141330679	0.972162180500874	0.98707815087935
Alg11	2035.8262143345	0.077441540392752	0.0660547116200262	1.17238480788816	0.241042596122902	0.465351549024954
Alg12	675.653313835732	0.125424307940367	0.0675431433227575	1.85695100598179	0.0633181248678309	0.187666286395571
Alg13	1687.75809632227	-0.127200445825007	0.0711067885164657	-1.78886500823409	0.073636558355278	0.209798876844796
Alg2	3175.74380358053	0.18358056690704	0.0495409216042084	3.70563487643002	0.000210861882152364	0.00198947837853854
Alg3	756.379367851735	0.299429354575058	0.0586420261140083	5.10605404378296	3.28955645242028e-07	6.57635243788748e-06
Alg5	948.517631668734	0.0244571665596288	0.0725466501611542	0.33712330624915	0.73602394891843	0.874540841715714
Alg6	1182.63766280667	-0.0774625482804498	0.0686295820318387	-1.12870494015996	0.259022324610115	0.486797078347635
Alg8	754.195553312315	0.0282622343590062	0.0677363375402177	0.417238891049075	0.676503681210965	0.83706128236632
Alg9	1449.84812801389	-0.187485321867773	0.0541469212172817	-3.4625296813355	0.00053512288855525	0.00436279898324697
Alk	17.2081133103938	-0.458974023033681	0.422936842588259	-1.08520700212562	0.277829983642168	0.508169368720646
Alkbh1	2792.14960489818	0.311177230702829	0.0687589018588951	4.52562827925055	6.02163419794948e-06	8.88268722657274e-05
Alkbh2	248.694598765125	0.432648812337072	0.1290709027679	3.35202437620722	0.000802229549058066	0.00609626218725997
Alkbh3	945.972078475335	0.106906515672335	0.0784505410233223	1.36272502748647	0.172969187101359	0.37455257694695
Alkbh4	552.620882400675	0.0362543322564639	0.062616154117498	0.578993276853659	0.562593709631664	0.758223127048369
Alkbh5	7926.04439904546	-0.439581703846354	0.0392542587684189	-11.19831879745	4.15544474380268e-29	7.61511886768147e-27
Alkbh6	1055.65393814361	-0.382002889742135	0.076227693815806	-5.01133998183382	5.40523202947213e-07	1.01929269959465e-05
Alkbh7	347.329542777689	-0.128293363259711	0.0866207848882601	-1.48109213539461	0.138582023312259	0.324371085638734
Allc	0.313736660227759	0.197219464416445	2.38455730201904	0.0827069512019929	0.93408455755272	NA
Alox12	301.344041316362	-0.359821752681605	0.115946201459318	-3.10335093476826	0.0019134259944972	0.012342288432014
Alox12b	3.93634939527857	-0.670467131964085	0.689663572053871	-0.972165500879483	0.330968220439591	0.563264643762771
Alox12e	343.007888408725	-0.34423430119386	0.098710971960035	-3.48729522522815	0.000487932417967876	0.00405023576215611
Alox15	9.7279196141276	-0.510002112260287	0.513597522347542	-0.992999557180842	0.320710170273378	0.553383772801504
Alox5	13.4036368091194	-0.40372264166116	0.471919368186072	-0.85549072336861	0.392279537835615	0.621714570775284
Alox5ap	35.7842640368648	0.139470812976587	0.242137832204977	0.575997611387389	0.564616796107176	0.759559286895949
Alox8	58.4287521418854	0.237569458371148	0.212270512200413	1.1191825746708	0.263062257783967	0.492214639048377
Aloxe3	29.3239175406844	-0.189645244829285	0.251781104022972	-0.75321476393233	0.451320868822128	0.671798053382759
Alpk1	526.010900407643	0.119400495013659	0.14261941362376	0.837196647916713	0.402482041379695	0.630405248683033
Alpk2	89.7624434480256	-0.820980368841471	0.242225765370373	-3.38931891735861	0.000700664691834551	0.00545792975753846
Alpk3	13.1859853736852	-0.485261814048682	0.323421654871488	-1.50039988584407	0.133510849094617	0.316013259969939
Alpl	6364.77108011611	0.239639440034358	0.271443098865659	0.882834896285056	0.377325483094978	0.607033253276266
Alppl2	0.0920251394783952	-0.283680526038089	3.11653965008542	-0.0910241992365839	0.927473362661776	NA
Als2	1885.12484203759	-0.1940074693904	0.0448453482030594	-4.32614478790389	1.51741701612663e-05	0.00020252062398239
Als2cl	285.369892173828	0.210160693276097	0.111508674621553	1.88470263851092	0.0594699959479063	0.179869683046841
Als2cr11	0.290652236023597	-0.712939105425277	2.41403875497046	-0.295330430780098	0.767741472271821	NA
Alx1	112.726771131797	1.56302006181548	0.337551296020067	4.63046677718151	3.64842321515933e-06	5.63789853378244e-05
Alx3	56.3876325934487	-0.556626539257053	0.25218951652344	-2.20717556752727	0.0273017960043938	0.101364122619949
Alx4	399.068742107161	0.166520426788887	0.149946417528088	1.11053287923797	0.266769468032382	0.495478531192161
Alyref	5114.64691127031	0.0520401203216155	0.0535090019325006	0.972548887891087	0.330777556129411	0.563074239289484
Alyref2	226.31753972184	0.184591274803541	0.0842009171146661	2.19227154678329	0.0283599049881571	0.104326238732135
Amacr	1686.93418811441	0.20050600231465	0.128972533425046	1.55464110838124	0.120031567552735	0.295086327871051
Ambn	293.775122911885	0.20844621964858	0.285357308977505	0.730474437103034	0.465100232860337	0.683332585929248
Ambp	1.24633041191561	0.112908936217611	1.34784639364643	0.0837698841276343	0.933239392817944	0.970140602293582
Ambra1	3790.41465824608	-0.0508128551230391	0.0348259313221094	-1.45905229792894	0.144550714045654	0.333237499863392
Amdhd1	1.82487741348852	-0.269957467583103	0.885581775199185	-0.304836295352153	0.760490836624881	0.88772965096425
Amdhd2	513.705576067142	-0.318477420520515	0.0992178129769285	-3.20988148161028	0.00132789711876977	0.00915627661152684
Amelx	0.82980358622471	0.168329898385451	1.43263968988821	0.117496324842561	0.906466756223615	NA
Amer1	3369.35425314842	0.02440921222551	0.0548075743817101	0.445362023422361	0.656058152066582	0.823911740433118
Amer2	247.515775396236	0.417594857120157	0.143861304713478	2.90276011295645	0.00369889847674659	0.0212593706580682
Amer3	6.29774498346259	-1.00833382704577	2.90759001269998	-0.346793675394913	NA	NA
Amfr	5063.42845450583	0.023850669775071	0.0405679848807725	0.587918523564014	0.556586982473076	0.753752186401719
Amh	45.4286132296963	-0.266449503922709	0.22199271659361	-1.20026236901495	0.230037459675716	0.451483653522544
Amhr2	28.5318507682728	0.0258270240458349	0.251342265754945	0.102756390646275	0.918156317203133	0.963502258695789
Amigo1	1267.55709967949	0.167851465591803	0.0930742274839148	1.80341508201947	0.0713230507479549	0.204993889450732
Amigo2	294.206887553515	0.118462146079771	0.0918432290617231	1.28982993400808	0.197109712253453	0.408272167359927
Amigo3	419.244092733212	0.148896101901159	0.0850347498392001	1.75100299798283	0.0799453936062585	0.222973552430802
Ammecr1	2403.48152712613	0.167220787533141	0.0883427943572503	1.89286278241228	0.0583761197740808	0.177764860684003
Ammecr1l	5541.52953440755	-0.0306119699881203	0.050410705500286	-0.607251370206407	0.543684105612525	0.744175103478448
Amn	90.0106857696418	-0.877327652716922	0.435464472640701	-2.01469398271854	0.0439367230850233	0.144143107591766
Amn1	853.348339894133	-0.0168112640355618	0.0960519456562817	-0.175022628856684	0.861061852769005	0.93911543603288
Amot	4348.44548555234	0.248557230005996	0.0629499472472877	3.94848988561632	7.86457382123491e-05	0.000852283686131401
Amotl2	2167.58948684465	0.0679604610038148	0.075275581646013	0.902822130600094	0.366620303711066	0.59760216108133
Ampd1	2.49898059412503	0.412630114066774	0.823482364728112	0.501079478736636	0.616315188620682	0.798124695052358
Ampd2	3436.11893247163	0.101888124018342	0.0651046770238437	1.56498931683552	0.117585414272245	0.291243443356
Ampd3	339.368341254175	0.70711023806317	0.224110980362272	3.15517890698678	0.00160399714289244	0.0107041473660598
Amph	323.722987699435	0.242368472112634	0.216676582155938	1.11857252731726	0.263322549177318	0.492214639048377
Amtn	2.69799478242091	0.61122224191834	1.02192449729444	0.598109002706718	0.549767203604007	0.748709106198446
Amz1	60.950579562185	0.338243210389714	0.169810206517488	1.99188975342822	0.0463831554696814	0.150000186489508
Amz2	3696.7006205818	-0.0910017720791812	0.0414043546096504	-2.19787925538563	0.027957711571658	0.103156305938379
Anapc1	13318.1798323286	0.0558684220534342	0.0448537600194247	1.24556830975239	0.212922922652102	0.429021789036294
Anapc11	2407.12198683559	-0.17601444498592	0.0829949357826212	-2.12078536269892	0.0339398690329363	0.119081121246144
Anapc13	964.488883190035	0.0773532509740322	0.0953857276417467	0.810952045829732	0.417393210031249	0.64236684852913
Anapc15	1470.48979901055	-0.101450651883719	0.0683208572818525	-1.4849147964463	0.13756639593412	0.322726746017119
Anapc15-ps	0.912768583976781	-1.85103733067153	2.40931973700167	-0.768282142981609	0.442319581194673	NA
Anapc16	2415.33536474787	0.0334152658983825	0.0359751980776456	0.928841748869931	0.352971104833006	0.584818806221841
Anapc2	6887.47128582914	-0.0156860764131305	0.0496312576224058	-0.316052366282355	0.75196276109668	0.883190445704748
Anapc4	4722.16840279994	0.0139389987111029	0.056453493989603	0.246911178140188	0.804976965217163	0.910888279038484
Anapc5	23164.5490853946	0.0117338348351554	0.0255032119529735	0.460092432937152	0.645449875343838	0.817188708429125
Anapc7	3342.79982875214	0.0331530691290777	0.0301829125891863	1.09840523279902	0.272027578433147	0.501530014977866
Angel1	845.897610998221	-0.052255409100636	0.0518696698331458	-1.00743670180919	0.313724961568258	0.54543887729889
Angel2	3307.19903007972	-0.0404316223482076	0.0523515044800611	-0.772310609785945	0.439930482984914	0.66172433166225
Angpt1	1603.39910671009	0.193451858524678	0.129697974622269	1.4915565111027	0.13581544617326	0.31987905546228
Angpt2	177.009089052069	-0.6875385203229	0.327618573829349	-2.09859444868052	0.0358526661422602	0.123859599292925
Angpt4	10.20769479827	-2.96295261981727	0.516221415255849	-5.73969334137131	9.48481430985864e-09	2.56772605577878e-07
Angptl1	724.793485264487	1.01161008028206	0.168876829637273	5.99022425074464	2.09551891307044e-09	6.37305262626146e-08
Angptl2	3260.91793638163	-0.250462543475159	0.0625266203092307	-4.00569457035221	6.18355088905031e-05	0.000695418382439694
Angptl3	2.57792384071709	-2.00811392540432	0.889553697569222	-2.2574398048051	0.0239806068463838	0.0923185548780528
Angptl4	1699.93132852714	0.855627371045928	0.11383228164234	7.51656172309982	5.62355380180922e-14	3.36330870473059e-12
Angptl6	75.9145501869748	0.0630275647986257	0.173614248546867	0.363032212656276	0.716580821272362	0.86204395381814
Angptl7	46.602524412761	-0.000689800393880889	0.179829585811795	-0.00383585598980812	0.996939437233684	0.998336297871535
Angptl8	9.01923435763684	0.277438468392208	0.450657817074445	0.615629992159612	0.538138751841314	0.739843735579469
Ank	3188.5525052131	-0.104268732168926	0.108876001323389	-0.957683336102889	0.338222462106223	0.571257458743513
Ank1	283.146442778735	-0.142223440766888	0.248680367952601	-0.571912619953963	0.567381173886181	0.761802226144004
Ankar	0.434247115588906	-1.19909328251467	1.92091137743291	-0.624231443783278	0.532475599520605	NA
Ankdd1a	2.81688172964808	-0.904067569340247	0.757859892830328	-1.19292177603421	0.232900010001561	0.45518135112716
Ankdd1b	204.303579584573	-0.0928175836033107	0.099339786212348	-0.934344507294433	0.350126212846612	0.582511194323156
Ankhd1	6465.75764469635	0.10212052993186	0.0294265834325938	3.47034952820067	0.000519781486358775	0.0042601815172089
Ankib1	2505.40322232297	0.116669984955249	0.0616739529318904	1.89172218430839	0.0585280059537385	0.177985334396515
Ankk1	1.05943478868035	-1.04625782486733	1.76288231227375	-0.593492723582821	0.552851451200011	0.75104149814227
Ankle1	1465.59041061598	-0.308713421470354	0.112444282884725	-2.74547903682073	0.00604226276152983	0.0315903818263743
Ankle2	3842.9961352579	-0.0251750759668191	0.0435799234875832	-0.577676001978113	0.563482884141278	0.75884909986013
Ankmy2	1681.40297502574	-0.314974153509171	0.0614583383521336	-5.12500275722532	2.97533392246954e-07	6.0411112340596e-06
Ankra2	1049.35084684594	-0.338246007229828	0.0632299931792666	-5.34945506432128	8.82194612451041e-08	1.97340998284432e-06
Ankrd1	0.35782488867582	0.197217286156453	2.80900573094595	0.0702089297945431	0.944027366918481	NA
Ankrd11	15928.0345607393	0.144408599596447	0.053158304107442	2.71657649771092	0.00659609499958093	0.0337434034673721
Ankrd12	1263.02243851746	0.0151248450865763	0.125715559349393	0.120310048850364	0.90423754410311	0.957349382167978
Ankrd13a	4469.65340130132	0.167721994009086	0.0368460296254052	4.55196925460435	5.31461035855998e-06	7.95466392306349e-05
Ankrd13b	3888.78056787576	0.209420960302859	0.0804953786253733	2.60165196908394	0.00927759501612961	0.0447113766556159
Ankrd13c	1977.24997491487	-0.0795302636749401	0.0763820282384932	-1.04121696567963	0.29777486348044	0.528023061479892
Ankrd13d	619.013516431215	0.040833634379317	0.106726489519741	0.382600744792269	0.702015817940856	0.853864372161895
Ankrd16	3593.22995289681	0.0907585583061655	0.0544194969160495	1.66775812805059	0.0953637510676876	0.252201825284812
Ankrd17	11574.9496455789	0.114924803026482	0.0314683548393029	3.6520753504071	0.000260129527681879	0.00235633172920454
Ankrd2	3.63044295430827	1.03053976505992	0.612759982180198	1.68180004411069	0.0926076201835758	0.247463655625848
Ankrd22	103.826683059693	-1.1392506460561	0.290417105409029	-3.922808349913	8.75227709524973e-05	0.000935636570343409
Ankrd24	1979.50636701541	0.0257966747243971	0.100983413244088	0.255454573139094	0.798372025248538	0.907220743215089
Ankrd26	2020.01693659018	-0.138658969311823	0.044551653609681	-3.11231925366048	0.00185623641522687	0.0120495201268179
Ankrd27	2944.22826098598	0.224900843447985	0.0459726917307172	4.89205297713108	9.97895741359146e-07	1.75880662478269e-05
Ankrd29	429.395565948011	-0.321512485340359	0.107408924774441	-2.9933498172106	0.00275933275072883	0.0166702883934564
Ankrd33	0.267088861965792	-0.283677762566362	2.97808907424984	-0.0952549623243955	0.924112314786276	NA
Ankrd33b	31.2914714276933	0.0489179867811195	0.22500998046233	0.217403631077196	0.827893801681284	0.922943886177022
Ankrd34a	78.4482591298812	0.16798113736483	0.192006527522408	0.874872013636231	0.381643548264301	0.611159856474336
Ankrd34b	20.3610968134764	-0.196376350503463	0.36382357053502	-0.539757086696396	0.589364565177154	0.777945987131059
Ankrd34c	2.28800506140504	1.66084238685729	0.907123652038526	1.83088863698458	0.0671171667114603	0.19567164367693
Ankrd36	0.615533747877768	-0.544388878587734	1.51642609258993	-0.358994665976739	0.719599079607885	NA
Ankrd37	178.332098621823	-0.232029397002322	0.0980257998159089	-2.36702375739928	0.0179317816980513	0.0739304550308464
Ankrd40	3800.16851100933	-0.0521548820664834	0.0560469993918484	-0.93055618734995	0.35208318679945	0.584108295277546
Ankrd42	292.117258812894	-0.0757460386335505	0.110932280773793	-0.682813317324719	0.494724813456732	0.708009259466412
Ankrd45	315.357178325423	-0.121150882387401	0.143499191820277	-0.844261774931353	0.398523141303633	0.627366716056623
Ankrd46	3507.56759281597	-0.151354721609347	0.0533278551685691	-2.83819255679637	0.00453698032714471	0.0250372110858535
Ankrd52	9083.14307931713	0.0263265443653041	0.0562834103057153	0.467749630349438	0.639963644819784	0.81339398812489
Ankrd53	53.2290568113469	-0.508088873127862	0.174412774596777	-2.91314024619187	0.00357813861135626	0.0207236277596136
Ankrd54	1571.81218634227	-0.0241287094155227	0.0570168849596095	-0.423185332425918	0.67216004741721	0.834172191274973
Ankrd55	12.2156417388075	-0.204615532164598	0.381526524401122	-0.536307488675344	0.591746055868189	0.779535680741606
Ankrd6	2811.94294623944	-0.161625738382539	0.0598375505828178	-2.70107544189734	0.00691156590110827	0.0350333060249793
Ankrd60	0.0998933687371818	0.678104490554808	3.11653965008542	0.21758250068669	0.827754420271442	NA
Ankrd63	502.809971830783	-0.464650761611455	0.184120837528779	-2.52361855316255	0.0116153887900485	0.0534031416419922
Ankrd65	0.684856905117314	-1.38880963399008	2.04989368596231	-0.677503249802982	0.49808670885576	NA
Ankrd66	0.65320910808815	0.109704337647052	2.19555203678303	0.0499666306282556	0.960148979991611	NA
Ankrd7	3.7812593141808	-0.733373536994734	0.711809023602551	-1.03029536389275	0.302871374725271	0.533947142368404
Ankrd9	294.499830022346	0.170984188256902	0.104395520006284	1.63784986411879	0.101453016711047	0.263140885659173
Anks1	2626.53540034646	0.295079339018217	0.0543979123657097	5.42446072258139	5.81297701313896e-08	1.36662324713501e-06
Anks3	2249.67843494452	-0.139653476828647	0.0469598282859093	-2.97389240817457	0.00294048159265699	0.0175715902531099
Anks4b	355.006314038369	-2.0212873210551	0.521952261421372	-3.87255209039762	0.00010770164784818	0.0011196271667941
Anks6	840.91348918311	0.0789992694972946	0.0760626222195889	1.03860828343819	0.29898695178384	0.529122135545154
Ankzf1	1864.569055546	-0.205656401396901	0.0662758318624161	-3.1030376476274	0.00191545271998633	0.0123497885338225
Anln	5590.75414588836	-0.329752099165166	0.120576283731191	-2.73480065035265	0.00624180649135296	0.0323379420034068
Ano1	979.076459224478	-0.648639027038636	0.215570810451725	-3.00893718254074	0.00262163315084234	0.015966605989834
Ano2	4.54770949088793	-0.590328839385094	0.603534201906404	-0.978119943360961	0.328015005204363	0.56070874006113
Ano3	38.9837387990654	-0.0651210269178601	0.322674614534087	-0.201816393309679	0.840060265237445	0.928739922758242
Ano4	43.149568206462	-0.551125435068427	0.229817962705426	-2.39809555606775	0.0164805652843509	0.0690830499045491
Ano5	3.18303342318857	1.46297324291036	0.742405761074875	1.97058444265333	0.0487714275522522	0.155924577372376
Ano6	5759.23313107382	0.119816361168917	0.0666200275302914	1.79850362737298	0.0720972343384916	0.206524622772425
Ano7	2.40491342266389	0.322733028545718	0.845913634807248	0.381520069267186	0.70281738219745	0.854132021360058
Ano8	3184.64598453158	-0.0617810259379497	0.0741986917419901	-0.832643062667195	0.405046064850199	0.632488651435273
Anp32a	13495.1913129895	-0.0219251789255861	0.0670328406174284	-0.327081154903133	0.743606504812045	0.878239698835751
Anp32b	20370.9955139866	0.0553696386729832	0.0501019048074421	1.10514039108466	0.269098761106909	0.498344281723006
Anp32e	14590.5358776488	0.00162131626163611	0.0694374824073974	0.0233492950122194	0.981371650683146	0.991461792714545
Anpep	934.158004282333	0.458767081724384	0.143234026095033	3.2029196848799	0.00136041915542531	0.00934895740752376
Antxr1	10058.26265787	0.107127422247099	0.0584581657987212	1.83254846920707	0.0668697474544978	0.195230881435103
Antxr2	1364.99246882641	0.0693655954707735	0.125621964586611	0.552177286026672	0.580826894834773	0.771032779564957
Antxrl	0.289096695433168	0.678106826016886	3.11653965008542	0.217583250063351	0.827753836342538	NA
Anxa1	4138.76239386581	-0.0812321267207051	0.0869505144787879	-0.934233997436809	0.350183202240022	0.582511194323156
Anxa11	618.471411272381	-0.0783436078844543	0.0751145145578447	-1.04298893956271	0.296953415371657	0.527220484327718
Anxa13	1.32468487075543	0.728447390127222	1.18712647407892	0.613622394945254	0.539464881216753	0.74081189471729
Anxa2	18354.1393719877	0.104819412305455	0.0379622619776758	2.76114769891992	0.00575986215200202	0.0303358399413106
Anxa3	799.485728939438	-0.214859832387439	0.073152436027959	-2.93715211760438	0.00331241579899915	0.0195027401216877
Anxa4	1490.80863084693	-0.433139466550224	0.0813778698217189	-5.32257071239561	1.02310992971913e-07	2.27439087642384e-06
Anxa5	7232.91803885036	0.495743803223138	0.0683668327322595	7.25123255547886	4.12995861251059e-13	2.19862763874772e-11
Anxa6	15628.1517329394	0.109061775853747	0.0584935213681716	1.86451034751845	0.0622500698303354	0.185676695046316
Anxa7	2066.2393229582	0.10919091070943	0.0456953701518421	2.38953991064297	0.0168694908712713	0.0703420369060537
Anxa8	478.940477733933	-0.481606821024051	0.163755232875597	-2.94101637283201	0.00327137241944237	0.0192930541556797
Anxa9	75.3280618361071	-0.209271857177368	0.158137038745352	-1.32335763232773	0.185716474240556	0.39208512160071
Aoah	11.6045071582209	0.279579302385791	0.420813034610898	0.664378903197003	0.506447831970368	0.715756902331861
Aoc1	7.16191029685504	-1.37519295911987	0.810965491523928	-1.69574781355453	0.0899336493627591	0.242640918080649
Aoc2	758.478795392265	0.0141751109559978	0.06687678823465	0.211958608213386	0.832139326451068	0.924941295927979
Aoc3	88.853589181728	-0.389953646724587	0.161082664329892	-2.4208293819003	0.0154851434009959	0.0659548986215243
Aox1	52.7764671960911	-0.0375663651245307	0.212902329469194	-0.176448821476922	0.859941352299976	0.938496333254832
Aox2	10.5142904344499	0.867202038328477	0.446692743025627	1.94138376292969	0.0522117462812676	0.16359375303473
Aox3	83.0256902632334	-0.0854937078478984	0.350372586010424	-0.244007982534783	0.807224637585401	0.912230890804672
Aox4	155.888584219014	0.175255937108716	0.142139890826752	1.23298207202318	0.217582452992954	0.434982319312069
Ap1ar	3624.38991248113	0.0431511427275806	0.0576202855971299	0.748888039696387	0.453924689691587	0.67369946157736
Ap1b1	3672.30900401605	0.0526227805098884	0.047867027126335	1.09935343114168	0.271613934944374	0.50102019315183
Ap1g1	7622.64702538928	0.00817637285145093	0.0454958849373866	0.179716755981417	0.857374938253225	0.93756915850892
Ap1g2	1081.68332428668	-0.0663135042328522	0.0838419964906245	-0.790934221613719	0.42898237720602	0.653160854258931
Ap1m1	3412.70165252494	-0.0296763430159239	0.0674838376429176	-0.439754822079808	0.660114691852591	0.826313985930549
Ap1m2	1212.03930914476	-0.0120166736142307	0.077292371876377	-0.155470369488083	0.876450511612167	0.944322597953268
Ap1s1	3568.53034202547	-0.00332195312751627	0.0483618341409006	-0.0686895604049646	0.945236728166841	0.975398050275543
Ap1s2	883.692171544424	-0.154709134102412	0.0849073747901019	-1.82209300999903	0.0684408741667698	0.19863834626189
Ap2a1	6403.58813634053	0.111966965207132	0.0699347314358161	1.60102087915919	0.109372294762544	0.277250216605213
Ap2a2	7509.33243589728	0.10606886150221	0.0475530022522757	2.23053974467267	0.0257116319511734	0.0970183475900461
Ap2b1	8904.51633806987	0.0299678417421505	0.0288585189983254	1.03844004413011	0.299065234735383	0.529195155398312
Ap2s1	3338.43848483923	0.0654570524306084	0.0776090779547656	0.843420050277623	0.398993562211293	0.627761582636018
Ap3b1	3527.00551673823	-0.0141330318406952	0.0399716404747765	-0.353576477543214	0.723656305236536	0.866472041133443
Ap3b2	39.2377632895208	-1.20748748889401	0.926608461956564	-1.30312590319363	0.192531781542264	0.40216999639999
Ap3d1	8167.98916586475	-0.0218330587161492	0.0475583869165503	-0.459079042240419	0.646177406046593	0.817458168159129
Ap3m2	624.239627827465	-0.305401983712278	0.0853052084790334	-3.58010945823245	0.000343450308582004	0.00297893125659658
Ap3s2	3745.18409048728	-0.0840139890917554	0.0438893203170272	-1.91422397259503	0.0555915439286852	0.171403263355614
Ap4e1	1504.17058596489	0.0744098263881557	0.0573149044514864	1.29826311498328	0.194196936530671	0.40476101061088
