baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1700025G04Rik	4417.39745613699	0.0852524720119433	0.0509037543272706	1.67477768857357	0.0939778580213377	0.249873419374442
1700027J19Rik	438.654913450523	0.20757219998583	0.0886943797256403	2.34030837836531	0.0192678230878014	0.0779106826639417
1700028K03Rik	13.9483646204326	-0.504054474552125	0.335145000336288	-1.5039892406163	0.132584137124765	0.314735684079241
1700028P14Rik	1.0748165554565	-2.18755515567967	1.24804504829508	-1.75278541320927	0.0796388479023408	0.222205288291247
1700029F12Rik	1.53588781833725	-2.81071660085904	1.29858367397962	-2.16444781894213	0.0304299972362525	0.109701483100881
1700029H14Rik	0.320173432969517	1.92840977895647	3.09639492505332	0.622791932435189	0.533421260540913	NA
1700029I15Rik	60.837157352457	0.140877941830853	0.159649410144387	0.882420684820843	0.377549353954137	0.607120088358695
1700029J07Rik	277.528173390048	-0.356005718177807	0.13322820954431	-2.67214968508154	0.00753670212388493	0.0377336673060634
1700029P11Rik	0.212438311817634	0.197213149989398	3.11653965008542	0.0632795254133836	0.949543919435932	NA
1700030J22Rik	139.990690035233	-0.144680904369787	0.113210788589724	-1.27797806350515	0.2012571610889	0.414162087619456
1700031M16Rik	0.0877945297925845	0.678104490554807	3.11653965008542	0.21758250068669	0.827754420271443	NA
1700034I23Rik	1.78062500710297	0.275731403610015	0.940675207040592	0.293120730243842	0.76942987190522	0.892134213904381
1700034J05Rik	1.91681952031006	2.43849583638338	1.0546708447184	2.31209182333514	0.0207726236648798	0.0828429343100579
1700034O15Rik	0.16544267808052	-0.764571866603498	3.11653965008542	-0.24532717450989	0.806203112312144	NA
1700037C18Rik	153.791341100591	0.00693171595088628	0.128124080266022	0.054101586028903	0.956854228631809	0.980168721804721
1700037H04Rik	1763.84298962387	-0.0107126998055623	0.0621151359319491	-0.172465207470506	0.86307181189863	0.939143102513292
1700040L02Rik	15.2331648098383	-0.42316324159026	0.313005984720754	-1.35193338864681	0.176396625288862	0.379102896087654
1700056E22Rik	17.61445431488	-0.0921951968264942	0.338519475312993	-0.272348279936482	0.785354236644366	0.901023634207767
1700057G04Rik	8.93810905598645	0.201304257505202	0.435818193762447	0.461899618662841	0.644153307491216	0.816116193771054
1700061G19Rik	34.0860129814562	-0.511810089809943	0.255143249661083	-2.00597151008228	0.0448592877298308	0.146487396755499
1700064H15Rik	0.534902350619472	1.98359335945491	2.11208519016129	0.939163518922	0.347646796127009	NA
1700066B19Rik	15.1460022016319	0.819837492623846	0.343116746031649	2.38938350315383	0.0168766752549667	0.0703514715936114
1700067K01Rik	54.8459207890114	-0.820801736408703	0.172960197079252	-4.7456105524244	2.07878337173759e-06	3.38568641816496e-05
1700069L16Rik	0.262628532374385	-0.28367782219343	2.99776035100978	-0.0946299199994005	0.924608783746864	NA
1700086D15Rik	0.233569509996531	0.678107110742008	3.08970320709801	0.219473219687957	0.826281438925576	NA
1700093K21Rik	6.57326765535535	0.587601915444924	0.587681442946398	0.999864675833433	0.317376001267293	0.549421407546892
1700102P08Rik	45.169945044544	0.126216013674364	0.187722159926933	0.672355430618801	0.501357449332101	0.712159899623531
1700109H08Rik	211.500119310629	0.85733452508446	0.125907058800017	6.80926497096719	9.80986532346295e-12	4.26207340223646e-10
1700112E06Rik	9.14861322495803	0.635926208458244	0.429660474748723	1.48006681049764	0.138855417790027	0.324699994391629
1700113H08Rik	0.56765478550715	-1.78559823539994	1.61793825665044	-1.10362569650625	0.269755539600818	NA
1700123K08Rik	1.08897138714517	0.452051491845592	1.15558142415583	0.391189649120417	0.69565705874795	0.84989076903788
1700123L14Rik	0.47405306998806	1.70191778373027	2.21469802184502	0.768464940566676	0.442211011844047	NA
1700125H20Rik	1.04100910101386	0.461613474145572	1.55716463266948	0.296444874524423	0.766890359595823	0.891338128445695
1700128F08Rik	23.8367540732197	0.572856222311449	0.259641635833144	2.20633420550312	0.0273606080818623	0.101522019654797
1810011H11Rik	5.51740651508507	-0.0829849805646468	0.604960315824142	-0.137174254895705	0.890893060138803	0.952163813536046
1810011O10Rik	1272.5847345625	-0.0907209033536267	0.0925035815719922	-0.980728549229436	0.326726621310766	0.559482877354531
1810013L24Rik	2183.50017790701	-0.226932875243195	0.0467829556477288	-4.8507596858988	1.22989489309828e-06	2.12834353534464e-05
1810022K09Rik	1462.05446879849	-0.42549195197283	0.105009468057658	-4.05193893315603	5.0794924492156e-05	0.000582714807938105
1810024B03Rik	68.6431785102338	-0.156582967861801	0.183883703970084	-0.851532596315741	0.394473564116497	0.623964405260783
1810030O07Rik	2602.6757290742	0.003294542944471	0.064194958455074	0.051320898459287	0.959069815483792	0.98077707636182
1810032O08Rik	799.404363244259	0.701831223467613	0.0747036228397732	9.39487533252468	5.72856222636601e-21	6.1566968769681e-19
1810037I17Rik	1733.67711589795	-0.101002970603927	0.0594750127153899	-1.6982421018935	0.0894620773017157	0.241665596085341
1810041L15Rik	723.401196237922	-1.09401518069298	0.358644107305715	-3.05042006381113	0.00228521502524221	0.0142890916757709
1810043G02Rik	1114.92742720093	-0.0322951526973031	0.0631287527149076	-0.511575966709647	0.608947809159314	0.79223627779405
1810046K07Rik	0.0722921866921742	0.678104490554807	3.11653965008542	0.21758250068669	0.827754420271443	NA
1810049J17Rik	323.873585871895	0.0425039561315522	0.206056980426967	0.206272828241395	0.836577802048066	0.92732867233782
1810055G02Rik	1874.71868595263	0.173080142802018	0.0723655993523945	2.39174613837134	0.0167684361672521	0.070002344209901
1810062G17Rik	11.6648411538476	1.54852748382711	0.387801354057797	3.99309457696303	6.52165406858388e-05	0.000726582410415729
1810065E05Rik	0.168842910671625	0.197213149989398	3.11653965008542	0.0632795254133837	0.949543919435932	NA
2010003K11Rik	0.170538137986342	0.197213149989398	3.11653965008542	0.0632795254133836	0.949543919435932	NA
2010005H15Rik	1.08852018048445	-2.82528752229162	1.47858565331947	-1.91080409575784	0.0560297611795397	0.172397318018831
2010106E10Rik	0.112732251381504	-0.764571866603498	3.11653965008542	-0.24532717450989	0.806203112312144	NA
2010107E04Rik	1917.17041258736	0.188697494437172	0.0609045444379496	3.09824982977124	0.0019466724760593	0.0125115721100682
2010107G23Rik	346.993330363971	-0.518181316683687	0.1125788446624	-4.60283029407171	4.16787835369389e-06	6.38538619375139e-05
2010109A12Rik	4.7873066653724	-0.196209173141745	0.56888873019971	-0.344899033371368	0.730170277329931	0.870558994467435
2010111I01Rik	2405.60325840708	-0.109619474135557	0.0646589357461418	-1.69534918678425	0.0900091991496415	0.242798922937342
2010300C02Rik	1194.08421746243	-0.33942485640943	0.108245078021152	-3.13570706968406	0.00171440351035884	0.0112618032063737
2200002D01Rik	73.349591863754	1.91943553959745	0.255969032737921	7.49870216356485	6.44527884978165e-14	3.791309295423e-12
2200002J24Rik	0.872249116854794	-1.20324680448554	1.31254844517533	-0.916725633182104	0.359286430409021	NA
2210010C04Rik	3.71899913447089	1.56140496173411	0.73117869040948	2.1354628932904	0.0327232180789987	0.115749982484832
2210011C24Rik	0.506127647517511	0.175018761909834	1.73457814740452	0.100899900169801	0.919629922357667	NA
2210013O21Rik	985.130868031585	-0.0460449334055084	0.0534680770301539	-0.861166811358128	0.389146176245466	0.618875772502525
2210016F16Rik	811.189202906382	0.042756563361345	0.075332572242452	0.567570734525516	0.570326483700664	0.76317606796642
2210016L21Rik	1711.2209569003	0.01306897691165	0.0465764194723814	0.280592133523694	0.779023250282138	0.897000027350804
2210017I01Rik	3.87653815093241	0.202721280065651	0.697396557501801	0.290682937684458	0.771293822146939	0.893063903909951
2210407C18Rik	0	NA	NA	NA	NA	NA
2210408I21Rik	351.580136331744	0.138036105962071	0.0775761699619134	1.7793622194785	0.0751803962822445	0.213093116093278
2300002M23Rik	13.3435382909748	-0.475462930247818	0.369741578417865	-1.28593308949006	0.198466414311737	0.410012852460178
2300009A05Rik	242.510748135402	-0.00205696772253939	0.116321435472389	-0.0176834795253851	0.985891360017352	0.993187053357391
2310002L09Rik	0.168842910671625	0.197213149989398	3.11653965008542	0.0632795254133837	0.949543919435932	NA
2310003L06Rik	2.48540294577161	-0.338199602168707	1.04859209228541	-0.322527324644991	0.747053240725582	0.880328031568959
2310007B03Rik	7.05346580135073	-0.598272797955819	0.588370430992178	-1.01683015740091	0.309234233101633	0.540366030312315
2310009B15Rik	403.124497690369	0.242390418444643	0.0650688590175894	3.72513706409268	0.000195209125935699	0.00186076316510239
2310011J03Rik	1300.85985541368	-0.0199081017009107	0.0626652010659263	-0.31768990384259	0.750720170346696	0.882466621294052
2310022A10Rik	1693.82569397159	0.0673722262025222	0.0435478031336916	1.54708668071475	0.121842345243234	0.298017536431689
2310022B05Rik	5302.56732682962	0.101875769971806	0.0586626334370387	1.73663819714379	0.0824510528829148	0.22829509748569
2310030G06Rik	179.163356371967	0.390600660120417	0.103556411640183	3.77186360490743	0.000162032825405082	0.00158636794954811
2310033P09Rik	908.669363072644	-0.237551011018446	0.0614793486220869	-3.86391554794554	0.000111583813695449	0.00115244149780545
2310035C23Rik	1954.49425336265	-0.0546818415315896	0.0526871015303191	-1.03786012028243	0.29933518227696	0.529607265189611
2310036O22Rik	3793.60610703094	-0.0606849117534144	0.0672374037373739	-0.902546921508849	0.366766407917607	0.597646948788677
2310039H08Rik	363.533265911289	-0.0161767509217783	0.102804187921841	-0.15735497987764	0.874965092221661	0.943478502430327
2310046K23Rik	0.0734175386021247	-0.283680526038089	3.11653965008542	-0.0910241992365839	0.927473362661776	NA
2310050C09Rik	0.148391265169147	-0.764571866603498	3.11653965008542	-0.24532717450989	0.806203112312144	NA
2310057N15Rik	0.114192360523466	0.678104490554807	3.11653965008542	0.21758250068669	0.827754420271442	NA
2310061I04Rik	836.964468229929	0.19530800583305	0.0489827971157553	3.98727752054464	6.68358293820665e-05	0.000741732410859672
2410004B18Rik	853.513750484183	-0.0771791016129816	0.0537582824987942	-1.43566903601715	0.151096540100138	0.343202597201872
2410004P03Rik	85.4537219145748	-0.24714109634619	0.145229454888966	-1.70172845815018	0.0888062830850466	0.240461642435624
2410015M20Rik	1577.79513478223	0.0719761403110389	0.063740616787056	1.12920369991863	0.258811913295503	0.486642658332797
2410089E03Rik	3129.50705808941	0.0219342947800037	0.0871534057002239	0.25167455710738	0.801292624583015	0.909502618076564
2410131K14Rik	2399.78573221838	-0.4758217299335	0.0463344226578335	-10.2692923023409	9.69129617224852e-25	1.28266099524185e-22
2410137M14Rik	2.31322844733646	-0.555171577331518	0.83244295664734	-0.666918463179109	0.504824216809714	0.714521968024364
2510002D24Rik	783.473116741953	-0.0822597673122117	0.0595137745510892	-1.38219711205843	0.1669111866165	0.366149248234538
2510009E07Rik	2070.08040114546	0.136288148775704	0.0925199898006309	1.47306705361066	0.140732956124841	0.327361574426115
2510039O18Rik	2914.03033807402	-0.138061171128109	0.0772732723500692	-1.78666137629909	0.073992235219389	0.210560424094355
2610001J05Rik	1417.02038626531	0.288282054496858	0.0808696477494094	3.56477445518443	0.000364169210174703	0.00313203049954103
2610002M06Rik	1451.03845905473	-0.184118155587226	0.0708591980285451	-2.59836634776837	0.00936685010850798	0.0450200926197085
2610008E11Rik	2771.35635824499	-0.00737594789012979	0.0807313146756536	-0.0913641493361458	0.927203247256477	0.96705167575951
2610020H08Rik	943.072230087317	-0.331149478590565	0.0838549988291668	-3.94907260406977	7.84545551108362e-05	0.000851350588698555
2610028H24Rik	0.863340200608213	-0.121582180967669	1.74871281246647	-0.0695266713327179	0.944570403363516	NA
2610301B20Rik	1334.73511026985	-0.319927513948159	0.0739675355041157	-4.32524230755745	1.52364289124129e-05	0.000203161860889954
2610318N02Rik	539.357570833722	-0.259909751552104	0.081335302420046	-3.19553433526112	0.00139572174921768	0.00954566826952991
2610528A11Rik	17.7398098648097	-0.466631746723295	0.545197104915806	-0.855895496355133	0.392055586297837	0.621714570775284
2610528J11Rik	35.9947586248693	-0.304333162195643	0.205203005149579	-1.48308335920229	0.13805226467198	0.323654103857846
2700049A03Rik	1328.87338130289	-0.243385411391577	0.0598694063715199	-4.06527183318384	4.79765103564779e-05	0.000555734391438813
2700060E02Rik	5202.8667214725	0.338823039990663	0.0726595836071755	4.66315691846605	3.11395124320345e-06	4.88057226648576e-05
2700062C07Rik	695.125096133693	0.0329125491059463	0.0547556252222206	0.601080692118368	0.547786242688726	0.747087614127081
2700081O15Rik	13863.9877558665	0.0929894743370131	0.0526491097949154	1.76621171182639	0.0773603369003964	0.217460895900544
2700097O09Rik	1146.99123634726	-0.074512246060425	0.0802542976916115	-0.928451786429543	0.353173266288898	0.584830707638266
2810021J22Rik	600.394283558992	0.544117475714352	0.0843753179910231	6.44877540813822	1.12757511293169e-10	4.20823986011635e-09
2810403A07Rik	6616.04015275236	0.0686030211271455	0.0637317572327693	1.07643385504945	0.281733268129315	0.511962285105572
2810408A11Rik	627.363940712017	-0.1047679787535	0.0675741357767733	-1.55041537045467	0.121041851707203	0.296693057878446
2810428I15Rik	1531.51033847098	0.00369881127981705	0.0666381123598487	0.0555059432032425	0.955735395260081	0.979863519681096
2810459M11Rik	15.2908367653372	-0.782621223397109	0.402601175757487	-1.94391191710909	0.0519060739201557	0.162997308053114
2810474O19Rik	2561.98708528022	-0.0293304399892871	0.0659412198424177	-0.444796745637694	0.656466646412047	0.82427391460065
2900011O08Rik	183.823417078925	-0.142252113965172	0.20328726360948	-0.699759106593326	0.484077756956903	0.698930046256765
2900026A02Rik	5521.06252075864	-0.166457547987947	0.105950104912763	-1.57109375328137	0.116160873384853	0.28901714954971
2900055J20Rik	3.33365759683254	0.58753743568213	0.678578129919087	0.865836091346162	0.386580053963699	0.616780372754829
2900092C05Rik	0.160086716484759	1.1589981665823	3.11653965008542	0.371886225336657	0.709977561383348	NA
3100002H09Rik	0.23230214465547	-0.283678120779961	3.09438510834014	-0.0916751182699843	0.926956166869341	NA
3110001I22Rik	169.701180867793	-0.16693807547076	0.111710458538399	-1.49438179428274	0.135075857274266	0.31876742675885
3110002H16Rik	1401.22047098781	0.0355926676845009	0.0535920827226068	0.664140407991401	0.50660044986987	0.715837979450018
3110009E18Rik	139.16377283999	0.106012438440942	0.103407507029396	1.02519093135865	0.305273106395111	0.53692306912904
3110018I06Rik	0.405696544796507	-0.341673306434062	1.98794009993685	-0.171873039054304	0.863537342862025	NA
3110021N24Rik	16.967582427924	-0.428392823419175	0.371608485997294	-1.15280689101996	0.248989655327684	0.475883519088321
3110035E14Rik	16.4925064963009	0.136147617150101	0.489073815993126	0.278378462919009	0.780721850461586	0.89816001050285
3110043O21Rik	1749.8548383704	-0.126536644420027	0.116453564999993	-1.08658454912939	0.277220456483583	0.507763865322442
3110062M04Rik	535.256846702779	-0.043203396044	0.0632114306907615	-0.683474421823429	0.494307107478535	0.707694891255828
3110070M22Rik	67.3941542471253	-0.187200458023397	0.21775914576045	-0.859667488911491	0.389972360956567	0.619913804216322
3110079O15Rik	0.228616936029756	0.678106914754386	3.10820065299233	0.218167033103721	0.827298970168472	NA
3110082I17Rik	1074.60330326957	0.113691501971411	0.0664493047270802	1.71095096387183	0.087090165385667	0.237167407529478
3110082J24Rik	1.41527855951683	-0.142264381261469	1.74696881983504	-0.0814349859288861	0.935096026747309	0.970840117800018
3425401B19Rik	5.57216707033348	-0.645808879190493	0.548479858637567	-1.17745231483011	0.239015019677146	0.46331444145174
3632451O06Rik	606.936791157426	0.0420134693749925	0.13132860651742	0.319911026920244	0.749035778539902	0.881955992385911
3830406C13Rik	725.90425469811	-0.000381649045652157	0.105932294338912	-0.00360276389776983	0.997125416528391	0.998452588711511
3830408C21Rik	57.6759308275738	-0.124977017340329	0.19536573296315	-0.639707974601167	0.522362470000155	0.728240431696305
3830417A13Rik	1.00768984626882	-0.0121027012802078	1.23879094173696	-0.00976976895168291	0.992204976194778	NA
4430402I18Rik	27.1732167476732	-1.04770956204997	0.342436061442888	-3.05957718832341	0.00221649662834084	0.0139325430103359
4833420G17Rik	3317.34563987965	-0.19053563501505	0.0665234361512489	-2.86418811231946	0.0041807964627098	0.0234630171330875
4833423E24Rik	106.771566685115	0.518270108549129	0.203546644158503	2.54619824704921	0.0108903320705209	0.0508215496624311
4833427G06Rik	0.806755340254448	-2.4072403068105	1.77573682386051	-1.35562898424164	0.175217245023522	NA
4833439L19Rik	5203.2022207189	0.111162880461035	0.0491524497584221	2.26159389831811	0.023722505347593	0.0916093040715179
4921501E09Rik	0.283113270599266	1.73798870062766	2.94673528947498	0.589801434433333	0.55532378090214	NA
4921507P07Rik	32.7387697597808	0.407926775080203	0.251422691628954	1.62247397972421	0.104701900090461	0.26879628532147
4921511H03Rik	0.0877945297925845	0.678104490554807	3.11653965008542	0.21758250068669	0.827754420271443	NA
4921513D11Rik	2.70010261097048	-1.04534011943012	0.732019324039801	-1.4280225741326	0.153285361101074	0.346632012589582
4921524J17Rik	744.160182078246	-0.0830235591180266	0.0823281734414059	-1.00844650922707	0.313240154786101	0.544835090351974
4921530L21Rik	0.416059780501377	0.800640383831467	2.79807105014269	0.28614011920485	0.774770804869836	NA
4921536K21Rik	37.1109040705015	-0.478101377498774	0.197879842927487	-2.4161196533493	0.0156869054818401	0.0666239333671638
4921539E11Rik	0.622993523046335	-1.96644518022448	1.56703605203476	-1.25488190119883	0.209521635091026	NA
4922502D21Rik	0.0982459512941678	-0.283680526038089	3.11653965008542	-0.0910241992365839	0.927473362661776	NA
4930402F06Rik	0.153928185497342	-0.764571866603498	3.11653965008542	-0.24532717450989	0.806203112312144	NA
4930402H24Rik	3147.96269027246	0.05645544304565	0.0418037418334344	1.35048779294913	0.176859566675825	0.379413274210452
4930404N11Rik	71.8536243042125	-0.236417949757834	0.263504232603074	-0.897207408861467	0.369608252520644	0.599477222315624
4930407I10Rik	0.750322752373134	0.502996012055779	1.61105779320481	0.31221475367137	0.754877320338523	NA
4930408O17Rik	0.274155050832531	0.197216145171117	3.00752166715305	0.0655743056899749	0.947716746161227	NA
4930412O13Rik	0.407233253986609	0.628026290878424	1.96309070786159	0.319917102334277	0.749031172878513	NA
4930415O20Rik	14.8801024560067	-0.248815811623716	0.377018034257532	-0.659957320380478	0.509281218418544	0.718319012254188
4930426L09Rik	8.82317629851154	0.300734021139881	0.492607416641451	0.610494302319391	0.541534416570744	0.742227725617242
